"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.4.3 Openlijk geweld (persoon)";"2020 juni";"Amsterdam";17
"1.4.3 Openlijk geweld (persoon)";"2020 juli";"Amsterdam";19
"1.4.3 Openlijk geweld (persoon)";"2020 augustus";"Amsterdam";18
"1.4.3 Openlijk geweld (persoon)";"2020 september";"Amsterdam";17
"1.4.3 Openlijk geweld (persoon)";"2020 oktober";"Amsterdam";14
"1.4.3 Openlijk geweld (persoon)";"2020 november";"Amsterdam";13
"1.4.3 Openlijk geweld (persoon)";"2020 december";"Amsterdam";8
"1.4.3 Openlijk geweld (persoon)";"2021 januari";"Amsterdam";95
"1.4.3 Openlijk geweld (persoon)";"2021 februari";"Amsterdam";43
"1.4.3 Openlijk geweld (persoon)";"2021 maart";"Amsterdam";21
"1.4.3 Openlijk geweld (persoon)";"2021 april";"Amsterdam";22
"1.4.3 Openlijk geweld (persoon)";"2021 mei";"Amsterdam";16
"1.4.3 Openlijk geweld (persoon)";"2021 juni";"Amsterdam";25
"1.4.3 Openlijk geweld (persoon)";"2021 juli";"Amsterdam";15
"1.4.3 Openlijk geweld (persoon)";"2021 augustus";"Amsterdam";11
"1.4.3 Openlijk geweld (persoon)";"2021 september";"Amsterdam";22
"1.4.3 Openlijk geweld (persoon)";"2021 oktober";"Amsterdam";16
"1.4.3 Openlijk geweld (persoon)";"2021  november";"Amsterdam";19
"1.4.3 Openlijk geweld (persoon)";"2021 december";"Amsterdam";7
"1.4.3 Openlijk geweld (persoon)";"2022 januari";"Amsterdam";9
"1.4.3 Openlijk geweld (persoon)";"2022 februari";"Amsterdam";23
"1.4.3 Openlijk geweld (persoon)";"2022 maart";"Amsterdam";29
"1.4.3 Openlijk geweld (persoon)";"2022 april";"Amsterdam";38
"1.4.3 Openlijk geweld (persoon)";"2022 mei";"Amsterdam";40
"1.4.3 Openlijk geweld (persoon)";"2022 juni";"Amsterdam";28
"1.4.3 Openlijk geweld (persoon)";"2022 juli";"Amsterdam";25
"1.4.3 Openlijk geweld (persoon)";"2022 augustus";"Amsterdam";25
"1.4.3 Openlijk geweld (persoon)";"2022 september";"Amsterdam";17
"1.4.3 Openlijk geweld (persoon)";"2022 oktober";"Amsterdam";26
"1.4.3 Openlijk geweld (persoon)";"2022 november";"Amsterdam";33
"1.4.3 Openlijk geweld (persoon)";"2022 december";"Amsterdam";26
"1.4.3 Openlijk geweld (persoon)";"2023 januari";"Amsterdam";33
"1.4.3 Openlijk geweld (persoon)";"2023 februari";"Amsterdam";26
"1.4.3 Openlijk geweld (persoon)";"2023 maart";"Amsterdam";18
"1.4.3 Openlijk geweld (persoon)";"2023 april";"Amsterdam";25
"1.4.3 Openlijk geweld (persoon)";"2023 mei";"Amsterdam";29
"1.4.3 Openlijk geweld (persoon)";"2023 juni";"Amsterdam";22
"1.4.3 Openlijk geweld (persoon)";"2023 juli";"Amsterdam";27
"1.4.3 Openlijk geweld (persoon)";"2023 augustus";"Amsterdam";10
"1.4.3 Openlijk geweld (persoon)";"2023 september";"Amsterdam";39
"1.4.3 Openlijk geweld (persoon)";"2023 oktober";"Amsterdam";32
"1.4.3 Openlijk geweld (persoon)";"2023 november";"Amsterdam";27
"1.4.3 Openlijk geweld (persoon)";"2023 december";"Amsterdam";29
"1.4.3 Openlijk geweld (persoon)";"2024 januari";"Amsterdam";31
"1.4.3 Openlijk geweld (persoon)";"2024 februari";"Amsterdam";33
"1.4.3 Openlijk geweld (persoon)";"2024 maart";"Amsterdam";28
"1.4.3 Openlijk geweld (persoon)";"2024 april";"Amsterdam";34
"1.4.3 Openlijk geweld (persoon)";"2024 mei";"Amsterdam";80
"1.4.3 Openlijk geweld (persoon)";"2024 juni";"Amsterdam";27
"1.4.3 Openlijk geweld (persoon)";"2024 juli";"Amsterdam";36
"1.4.3 Openlijk geweld (persoon)";"2024 augustus";"Amsterdam";24
"1.4.3 Openlijk geweld (persoon)";"2024 september";"Amsterdam";34
"1.4.3 Openlijk geweld (persoon)";"2024 oktober";"Amsterdam";35
"1.4.3 Openlijk geweld (persoon)";"2024 november";"Amsterdam";49
"1.4.3 Openlijk geweld (persoon)";"2024 december";"Amsterdam";25
"1.4.3 Openlijk geweld (persoon)";"2025 januari";"Amsterdam";37
"1.4.3 Openlijk geweld (persoon)";"2025 februari";"Amsterdam";26
"1.4.3 Openlijk geweld (persoon)";"2025 maart";"Amsterdam";38
"1.4.3 Openlijk geweld (persoon)";"2025 april";"Amsterdam";42
"1.4.4 Bedreiging";"2012 januari";"Amsterdam";280
"1.4.4 Bedreiging";"2012 februari";"Amsterdam";256
"1.4.4 Bedreiging";"2012 maart";"Amsterdam";303
"1.4.4 Bedreiging";"2012 april";"Amsterdam";298
"1.4.4 Bedreiging";"2012 mei";"Amsterdam";305
"1.4.4 Bedreiging";"2012 juni";"Amsterdam";306
"1.4.4 Bedreiging";"2012 juli";"Amsterdam";286
"1.4.4 Bedreiging";"2012 augustus";"Amsterdam";308
"1.4.4 Bedreiging";"2012 september";"Amsterdam";252
"1.4.4 Bedreiging";"2012 oktober";"Amsterdam";299
"1.4.4 Bedreiging";"2012 november";"Amsterdam";289
"1.4.4 Bedreiging";"2012 december";"Amsterdam";245
"1.4.4 Bedreiging";"2013 januari";"Amsterdam";275
"1.4.4 Bedreiging";"2013 februari";"Amsterdam";243
"1.4.4 Bedreiging";"2013 maart";"Amsterdam";280
"1.4.4 Bedreiging";"2013 april";"Amsterdam";265
"1.4.4 Bedreiging";"2013 mei";"Amsterdam";303
"1.4.4 Bedreiging";"2013 juni";"Amsterdam";259
"1.4.4 Bedreiging";"2013 juli";"Amsterdam";328
"1.4.4 Bedreiging";"2013 augustus";"Amsterdam";282
"1.4.4 Bedreiging";"2013 september";"Amsterdam";323
"1.4.4 Bedreiging";"2013 oktober";"Amsterdam";282
"1.4.4 Bedreiging";"2013 november";"Amsterdam";213
"1.4.4 Bedreiging";"2013 december";"Amsterdam";244
"1.4.4 Bedreiging";"2014 januari";"Amsterdam";261
"1.4.4 Bedreiging";"2014  februari";"Amsterdam";240
"1.4.4 Bedreiging";"2014 maart";"Amsterdam";303
"1.4.4 Bedreiging";"2014 april";"Amsterdam";283
"1.4.4 Bedreiging";"2014 mei";"Amsterdam";299
"1.4.4 Bedreiging";"2014 juni";"Amsterdam";272
"1.4.4 Bedreiging";"2014 juli";"Amsterdam";292
"1.4.4 Bedreiging";"2014 augustus";"Amsterdam";256
"1.4.4 Bedreiging";"2014 september ";"Amsterdam";261
"1.4.4 Bedreiging";"2014 oktober";"Amsterdam";310
"1.4.4 Bedreiging";"2014 november";"Amsterdam";294
"1.4.4 Bedreiging";"2014 december";"Amsterdam";269
"1.4.4 Bedreiging";"2015 januari";"Amsterdam";274
"1.4.4 Bedreiging";"2015  februari";"Amsterdam";246
"1.4.4 Bedreiging";"2015 maart";"Amsterdam";297
"1.4.4 Bedreiging";"2015 april";"Amsterdam";254
"1.4.4 Bedreiging";"2015 mei";"Amsterdam";269
"1.4.4 Bedreiging";"2015 juni";"Amsterdam";268
"1.4.4 Bedreiging";"2015 juli";"Amsterdam";245
"1.4.4 Bedreiging";"2015 augustus";"Amsterdam";277
"1.4.4 Bedreiging";"2015 september";"Amsterdam";238
"1.4.4 Bedreiging";"2015 oktober";"Amsterdam";240
"1.4.4 Bedreiging";"2015 november";"Amsterdam";267
"1.4.4 Bedreiging";"2015 december";"Amsterdam";265
"1.4.4 Bedreiging";"2016 januari";"Amsterdam";245
"1.4.4 Bedreiging";"2016  februari";"Amsterdam";251
"1.4.4 Bedreiging";"2016 maart";"Amsterdam";262
"1.4.4 Bedreiging";"2016 april";"Amsterdam";233
"1.4.4 Bedreiging";"2016 mei";"Amsterdam";261
"1.4.4 Bedreiging";"2016 juni";"Amsterdam";279
"1.4.4 Bedreiging";"2016 juli";"Amsterdam";263
"1.4.4 Bedreiging";"2016 augustus";"Amsterdam";253
"1.4.4 Bedreiging";"2016 september";"Amsterdam";274
"1.4.4 Bedreiging";"2016 oktober";"Amsterdam";217
"1.4.4 Bedreiging";"2016 november";"Amsterdam";214
"1.4.4 Bedreiging";"2016 december";"Amsterdam";265
"1.4.4 Bedreiging";"2017 januari";"Amsterdam";220
"1.4.4 Bedreiging";"2017 februari";"Amsterdam";206
"1.4.4 Bedreiging";"2017 maart";"Amsterdam";227
"1.4.4 Bedreiging";"2017 april";"Amsterdam";233
"1.4.4 Bedreiging";"2017 mei";"Amsterdam";284
"1.4.4 Bedreiging";"2017 juni";"Amsterdam";248
"1.4.4 Bedreiging";"2017 juli";"Amsterdam";265
"1.4.4 Bedreiging";"2017 augustus";"Amsterdam";182
"1.4.4 Bedreiging";"2017 september";"Amsterdam";213
"1.4.4 Bedreiging";"2017 oktober";"Amsterdam";221
"1.4.4 Bedreiging";"2017 november";"Amsterdam";189
"1.4.4 Bedreiging";"2017 december";"Amsterdam";190
"1.4.4 Bedreiging";"2018 januari ";"Amsterdam";215
"1.4.4 Bedreiging";"2018 februari";"Amsterdam";187
"1.4.4 Bedreiging";"2018 maart";"Amsterdam";193
"1.4.4 Bedreiging";"2018 april";"Amsterdam";181
"1.4.4 Bedreiging";"2018 mei";"Amsterdam";221
"1.4.4 Bedreiging";"2018 juni";"Amsterdam";246
"1.4.4 Bedreiging";"2018 juli";"Amsterdam";271
"1.4.4 Bedreiging";"2018 augustus";"Amsterdam";212
"1.4.4 Bedreiging";"2018 september";"Amsterdam";199
"1.4.4 Bedreiging";"2018 oktober";"Amsterdam";232
"1.4.4 Bedreiging";"2018 november";"Amsterdam";209
"1.4.4 Bedreiging";"2018 december";"Amsterdam";218
"1.4.4 Bedreiging";"2019 januari";"Amsterdam";243
"1.4.4 Bedreiging";"2019 februari";"Amsterdam";208
"1.4.4 Bedreiging";"2019 maart";"Amsterdam";237
"1.4.4 Bedreiging";"2019 april";"Amsterdam";227
"1.4.4 Bedreiging";"2019 mei";"Amsterdam";235
"1.4.4 Bedreiging";"2019 juni";"Amsterdam";239
"1.4.4 Bedreiging";"2019 juli";"Amsterdam";239
"1.4.4 Bedreiging";"2019 augustus";"Amsterdam";245
"1.4.4 Bedreiging";"2019 september";"Amsterdam";213
"1.4.4 Bedreiging";"2019 oktober";"Amsterdam";237
"1.4.4 Bedreiging";"2019 november";"Amsterdam";250
"1.4.4 Bedreiging";"2019 december";"Amsterdam";198
"1.4.4 Bedreiging";"2020 januari";"Amsterdam";203
"1.4.4 Bedreiging";"2020 februari";"Amsterdam";181
"1.4.4 Bedreiging";"2020 maart";"Amsterdam";229
"1.4.4 Bedreiging";"2020 april";"Amsterdam";225
"1.4.4 Bedreiging";"2020 mei";"Amsterdam";244
"1.4.4 Bedreiging";"2020 juni";"Amsterdam";258
"1.4.4 Bedreiging";"2020 juli";"Amsterdam";236
"1.4.4 Bedreiging";"2020 augustus";"Amsterdam";255
"1.4.4 Bedreiging";"2020 september";"Amsterdam";258
"1.4.4 Bedreiging";"2020 oktober";"Amsterdam";268
"1.4.4 Bedreiging";"2020 november";"Amsterdam";246
"1.4.4 Bedreiging";"2020 december";"Amsterdam";219
"1.4.4 Bedreiging";"2021 januari";"Amsterdam";209
"1.4.4 Bedreiging";"2021 februari";"Amsterdam";210
"1.4.4 Bedreiging";"2021 maart";"Amsterdam";241
"1.4.4 Bedreiging";"2021 april";"Amsterdam";239
"1.4.4 Bedreiging";"2021 mei";"Amsterdam";256
"1.4.4 Bedreiging";"2021 juni";"Amsterdam";230
"1.4.4 Bedreiging";"2021 juli";"Amsterdam";224
"1.4.4 Bedreiging";"2021 augustus";"Amsterdam";223
"1.4.4 Bedreiging";"2021 september";"Amsterdam";208
"1.4.4 Bedreiging";"2021 oktober";"Amsterdam";205
"1.4.4 Bedreiging";"2021  november";"Amsterdam";194
"1.4.4 Bedreiging";"2021 december";"Amsterdam";224
"1.4.4 Bedreiging";"2022 januari";"Amsterdam";186
"1.4.4 Bedreiging";"2022 februari";"Amsterdam";181
"1.4.4 Bedreiging";"2022 maart";"Amsterdam";207
"1.4.4 Bedreiging";"2022 april";"Amsterdam";210
"1.4.4 Bedreiging";"2022 mei";"Amsterdam";215
"1.4.4 Bedreiging";"2022 juni";"Amsterdam";180
"1.4.4 Bedreiging";"2022 juli";"Amsterdam";217
"1.4.4 Bedreiging";"2022 augustus";"Amsterdam";186
"1.4.4 Bedreiging";"2022 september";"Amsterdam";199
"1.4.4 Bedreiging";"2022 oktober";"Amsterdam";215
"1.4.4 Bedreiging";"2022 november";"Amsterdam";222
"1.4.4 Bedreiging";"2022 december";"Amsterdam";205
"1.4.4 Bedreiging";"2023 januari";"Amsterdam";191
"1.4.4 Bedreiging";"2023 februari";"Amsterdam";173
"1.4.4 Bedreiging";"2023 maart";"Amsterdam";215
"1.4.4 Bedreiging";"2023 april";"Amsterdam";203
"1.4.4 Bedreiging";"2023 mei";"Amsterdam";208
"1.4.4 Bedreiging";"2023 juni";"Amsterdam";192
"1.4.4 Bedreiging";"2023 juli";"Amsterdam";218
"1.4.4 Bedreiging";"2023 augustus";"Amsterdam";185
"1.4.4 Bedreiging";"2023 september";"Amsterdam";210
"1.4.4 Bedreiging";"2023 oktober";"Amsterdam";213
"1.4.4 Bedreiging";"2023 november";"Amsterdam";168
"1.4.4 Bedreiging";"2023 december";"Amsterdam";162
"1.4.4 Bedreiging";"2024 januari";"Amsterdam";193
"1.4.4 Bedreiging";"2024 februari";"Amsterdam";167
"1.4.4 Bedreiging";"2024 maart";"Amsterdam";197
"1.4.4 Bedreiging";"2024 april";"Amsterdam";187
"1.4.4 Bedreiging";"2024 mei";"Amsterdam";230
"1.4.4 Bedreiging";"2024 juni";"Amsterdam";177
"1.4.4 Bedreiging";"2024 juli";"Amsterdam";229
"1.4.4 Bedreiging";"2024 augustus";"Amsterdam";192
"1.4.4 Bedreiging";"2024 september";"Amsterdam";187
"1.4.4 Bedreiging";"2024 oktober";"Amsterdam";216
"1.4.4 Bedreiging";"2024 november";"Amsterdam";197
"1.4.4 Bedreiging";"2024 december";"Amsterdam";192
"1.4.4 Bedreiging";"2025 januari";"Amsterdam";163
"1.4.4 Bedreiging";"2025 februari";"Amsterdam";173
"1.4.4 Bedreiging";"2025 maart";"Amsterdam";206
"1.4.4 Bedreiging";"2025 april";"Amsterdam";181
"1.4.5 Mishandeling";"2012 januari";"Amsterdam";373
"1.4.5 Mishandeling";"2012 februari";"Amsterdam";350
"1.4.5 Mishandeling";"2012 maart";"Amsterdam";402
"1.4.5 Mishandeling";"2012 april";"Amsterdam";420
"1.4.5 Mishandeling";"2012 mei";"Amsterdam";456
"1.4.5 Mishandeling";"2012 juni";"Amsterdam";375
"1.4.5 Mishandeling";"2012 juli";"Amsterdam";408
"1.4.5 Mishandeling";"2012 augustus";"Amsterdam";342
"1.4.5 Mishandeling";"2012 september";"Amsterdam";389
"1.4.5 Mishandeling";"2012 oktober";"Amsterdam";389
"1.4.5 Mishandeling";"2012 november";"Amsterdam";357
"1.4.5 Mishandeling";"2012 december";"Amsterdam";344
"1.4.5 Mishandeling";"2013 januari";"Amsterdam";357
"1.4.5 Mishandeling";"2013 februari";"Amsterdam";305
"1.4.5 Mishandeling";"2013 maart";"Amsterdam";327
"1.4.5 Mishandeling";"2013 april";"Amsterdam";363
"1.4.5 Mishandeling";"2013 mei";"Amsterdam";350
"1.4.5 Mishandeling";"2013 juni";"Amsterdam";369
"1.4.5 Mishandeling";"2013 juli";"Amsterdam";371
"1.4.5 Mishandeling";"2013 augustus";"Amsterdam";388
"1.4.5 Mishandeling";"2013 september";"Amsterdam";366
"1.4.5 Mishandeling";"2013 oktober";"Amsterdam";419
"1.4.5 Mishandeling";"2013 november";"Amsterdam";345
"1.4.5 Mishandeling";"2013 december";"Amsterdam";308
"1.4.5 Mishandeling";"2014 januari";"Amsterdam";340
"1.4.5 Mishandeling";"2014  februari";"Amsterdam";297
"1.4.5 Mishandeling";"2014 maart";"Amsterdam";356
"1.4.5 Mishandeling";"2014 april";"Amsterdam";381
"1.4.5 Mishandeling";"2014 mei";"Amsterdam";328
"1.4.5 Mishandeling";"2014 juni";"Amsterdam";399
"1.4.5 Mishandeling";"2014 juli";"Amsterdam";369
"1.4.5 Mishandeling";"2014 augustus";"Amsterdam";383
"1.4.5 Mishandeling";"2014 september ";"Amsterdam";400
"1.4.5 Mishandeling";"2014 oktober";"Amsterdam";405
"1.4.5 Mishandeling";"2014 november";"Amsterdam";331
"1.4.5 Mishandeling";"2014 december";"Amsterdam";369
"1.4.5 Mishandeling";"2015 januari";"Amsterdam";339
"1.4.5 Mishandeling";"2015  februari";"Amsterdam";273
"1.4.5 Mishandeling";"2015 maart";"Amsterdam";353
"1.4.5 Mishandeling";"2015 april";"Amsterdam";419
"1.4.5 Mishandeling";"2015 mei";"Amsterdam";344
"1.4.5 Mishandeling";"2015 juni";"Amsterdam";398
"1.4.5 Mishandeling";"2015 juli";"Amsterdam";374
"1.4.5 Mishandeling";"2015 augustus";"Amsterdam";394
"1.4.5 Mishandeling";"2015 september";"Amsterdam";327
"1.4.5 Mishandeling";"2015 oktober";"Amsterdam";383
"1.4.5 Mishandeling";"2015 november";"Amsterdam";385
"1.4.5 Mishandeling";"2015 december";"Amsterdam";333
"1.4.5 Mishandeling";"2016 januari";"Amsterdam";354
"1.4.5 Mishandeling";"2016  februari";"Amsterdam";338
"1.4.5 Mishandeling";"2016 maart";"Amsterdam";358
"1.4.5 Mishandeling";"2016 april";"Amsterdam";374
"1.4.5 Mishandeling";"2016 mei";"Amsterdam";393
"1.4.5 Mishandeling";"2016 juni";"Amsterdam";382
"1.4.5 Mishandeling";"2016 juli";"Amsterdam";372
"1.4.5 Mishandeling";"2016 augustus";"Amsterdam";353
"1.4.5 Mishandeling";"2016 september";"Amsterdam";394
"1.4.5 Mishandeling";"2016 oktober";"Amsterdam";358
"1.4.5 Mishandeling";"2016 november";"Amsterdam";346
"1.4.5 Mishandeling";"2016 december";"Amsterdam";347
"1.4.5 Mishandeling";"2017 januari";"Amsterdam";301
"1.4.5 Mishandeling";"2017 februari";"Amsterdam";285
"1.4.5 Mishandeling";"2017 maart";"Amsterdam";329
"1.4.5 Mishandeling";"2017 april";"Amsterdam";376
"1.4.5 Mishandeling";"2017 mei";"Amsterdam";411
"1.4.5 Mishandeling";"2017 juni";"Amsterdam";382
"1.4.5 Mishandeling";"2017 juli";"Amsterdam";405
"1.4.5 Mishandeling";"2017 augustus";"Amsterdam";354
"1.4.5 Mishandeling";"2017 september";"Amsterdam";326
"1.4.5 Mishandeling";"2017 oktober";"Amsterdam";369
"1.4.5 Mishandeling";"2017 november";"Amsterdam";301
"1.4.5 Mishandeling";"2017 december";"Amsterdam";301
"1.4.5 Mishandeling";"2018 januari ";"Amsterdam";301
"1.4.5 Mishandeling";"2018 februari";"Amsterdam";273
"1.4.5 Mishandeling";"2018 maart";"Amsterdam";297
"1.4.5 Mishandeling";"2018 april";"Amsterdam";358
"1.4.5 Mishandeling";"2018 mei";"Amsterdam";386
"1.4.5 Mishandeling";"2018 juni";"Amsterdam";318
"1.4.5 Mishandeling";"2018 juli";"Amsterdam";376
"1.4.5 Mishandeling";"2018 augustus";"Amsterdam";336
"1.4.5 Mishandeling";"2018 september";"Amsterdam";293
"1.4.5 Mishandeling";"2018 oktober";"Amsterdam";349
"1.4.5 Mishandeling";"2018 november";"Amsterdam";296
"1.4.5 Mishandeling";"2018 december";"Amsterdam";335
"1.4.5 Mishandeling";"2019 januari";"Amsterdam";297
"1.4.5 Mishandeling";"2019 februari";"Amsterdam";287
"1.4.5 Mishandeling";"2019 maart";"Amsterdam";322
"1.4.5 Mishandeling";"2019 april";"Amsterdam";342
"1.4.5 Mishandeling";"2019 mei";"Amsterdam";384
"1.4.5 Mishandeling";"2019 juni";"Amsterdam";379
"1.4.5 Mishandeling";"2019 juli";"Amsterdam";341
"1.4.5 Mishandeling";"2019 augustus";"Amsterdam";324
"1.4.5 Mishandeling";"2019 september";"Amsterdam";277
"1.4.5 Mishandeling";"2019 oktober";"Amsterdam";327
"1.4.5 Mishandeling";"2019 november";"Amsterdam";342
"1.4.5 Mishandeling";"2019 december";"Amsterdam";316
"1.4.5 Mishandeling";"2020 januari";"Amsterdam";315
"1.4.5 Mishandeling";"2020 februari";"Amsterdam";313
"1.4.5 Mishandeling";"2020 maart";"Amsterdam";300
"1.4.5 Mishandeling";"2020 april";"Amsterdam";268
"1.4.5 Mishandeling";"2020 mei";"Amsterdam";316
"1.4.5 Mishandeling";"2020 juni";"Amsterdam";357
"1.4.5 Mishandeling";"2020 juli";"Amsterdam";346
"1.4.5 Mishandeling";"2020 augustus";"Amsterdam";291
"1.4.5 Mishandeling";"2020 september";"Amsterdam";281
"1.4.5 Mishandeling";"2020 oktober";"Amsterdam";278
"1.4.5 Mishandeling";"2020 november";"Amsterdam";268
"1.4.5 Mishandeling";"2020 december";"Amsterdam";217
"1.4.5 Mishandeling";"2021 januari";"Amsterdam";245
"1.4.5 Mishandeling";"2021 februari";"Amsterdam";218
"1.4.5 Mishandeling";"2021 maart";"Amsterdam";239
"1.4.5 Mishandeling";"2021 april";"Amsterdam";253
"1.4.5 Mishandeling";"2021 mei";"Amsterdam";282
"1.4.5 Mishandeling";"2021 juni";"Amsterdam";295
"1.4.5 Mishandeling";"2021 juli";"Amsterdam";280
"1.4.5 Mishandeling";"2021 augustus";"Amsterdam";278
"1.4.5 Mishandeling";"2021 september";"Amsterdam";281
"1.4.5 Mishandeling";"2021 oktober";"Amsterdam";320
"1.4.5 Mishandeling";"2021  november";"Amsterdam";301
"1.4.5 Mishandeling";"2021 december";"Amsterdam";224
"1.4.5 Mishandeling";"2022 januari";"Amsterdam";242
"1.4.5 Mishandeling";"2022 februari";"Amsterdam";275
"1.4.5 Mishandeling";"2022 maart";"Amsterdam";348
"1.4.5 Mishandeling";"2022 april";"Amsterdam";365
"1.4.5 Mishandeling";"2022 mei";"Amsterdam";347
"1.4.5 Mishandeling";"2022 juni";"Amsterdam";340
"1.4.5 Mishandeling";"2022 juli";"Amsterdam";368
"1.4.5 Mishandeling";"2022 augustus";"Amsterdam";358
"1.4.5 Mishandeling";"2022 september";"Amsterdam";307
"1.4.5 Mishandeling";"2022 oktober";"Amsterdam";321
"1.4.5 Mishandeling";"2022 november";"Amsterdam";338
"1.4.5 Mishandeling";"2022 december";"Amsterdam";336
"1.4.5 Mishandeling";"2023 januari";"Amsterdam";303
"1.4.5 Mishandeling";"2023 februari";"Amsterdam";307
"1.4.5 Mishandeling";"2023 maart";"Amsterdam";330
"1.4.5 Mishandeling";"2023 april";"Amsterdam";350
"1.4.5 Mishandeling";"2023 mei";"Amsterdam";337
"1.4.5 Mishandeling";"2023 juni";"Amsterdam";347
"1.4.5 Mishandeling";"2023 juli";"Amsterdam";395
"1.4.5 Mishandeling";"2023 augustus";"Amsterdam";295
"1.4.5 Mishandeling";"2023 september";"Amsterdam";325
"1.4.5 Mishandeling";"2023 oktober";"Amsterdam";329
"1.4.5 Mishandeling";"2023 november";"Amsterdam";320
"1.4.5 Mishandeling";"2023 december";"Amsterdam";292
"1.4.5 Mishandeling";"2024 januari";"Amsterdam";297
"1.4.5 Mishandeling";"2024 februari";"Amsterdam";276
"1.4.5 Mishandeling";"2024 maart";"Amsterdam";319
"1.4.5 Mishandeling";"2024 april";"Amsterdam";366
"1.4.5 Mishandeling";"2024 mei";"Amsterdam";370
"1.4.5 Mishandeling";"2024 juni";"Amsterdam";382
"1.4.5 Mishandeling";"2024 juli";"Amsterdam";341
"1.4.5 Mishandeling";"2024 augustus";"Amsterdam";314
"1.4.5 Mishandeling";"2024 september";"Amsterdam";356
"1.4.5 Mishandeling";"2024 oktober";"Amsterdam";318
"1.4.5 Mishandeling";"2024 november";"Amsterdam";333
"1.4.5 Mishandeling";"2024 december";"Amsterdam";323
"1.4.5 Mishandeling";"2025 januari";"Amsterdam";301
"1.4.5 Mishandeling";"2025 februari";"Amsterdam";290
"1.4.5 Mishandeling";"2025 maart";"Amsterdam";328
"1.4.5 Mishandeling";"2025 april";"Amsterdam";358
"1.4.6 Straatroof";"2012 januari";"Amsterdam";190
"1.4.6 Straatroof";"2012 februari";"Amsterdam";172
"1.4.6 Straatroof";"2012 maart";"Amsterdam";152
"1.4.6 Straatroof";"2012 april";"Amsterdam";159
"1.4.6 Straatroof";"2012 mei";"Amsterdam";201
"1.4.6 Straatroof";"2012 juni";"Amsterdam";159
"1.4.6 Straatroof";"2012 juli";"Amsterdam";173
"1.4.6 Straatroof";"2012 augustus";"Amsterdam";133
"1.4.6 Straatroof";"2012 september";"Amsterdam";183
"1.4.6 Straatroof";"2012 oktober";"Amsterdam";180
"1.4.6 Straatroof";"2012 november";"Amsterdam";156
"1.4.6 Straatroof";"2012 december";"Amsterdam";183
"1.4.6 Straatroof";"2013 januari";"Amsterdam";194
"1.4.6 Straatroof";"2013 februari";"Amsterdam";163
"1.4.6 Straatroof";"2013 maart";"Amsterdam";162
"1.4.6 Straatroof";"2013 april";"Amsterdam";160
"1.4.6 Straatroof";"2013 mei";"Amsterdam";161
"1.4.6 Straatroof";"2013 juni";"Amsterdam";176
"1.4.6 Straatroof";"2013 juli";"Amsterdam";178
"1.4.6 Straatroof";"2013 augustus";"Amsterdam";149
"1.4.6 Straatroof";"2013 september";"Amsterdam";223
"1.4.6 Straatroof";"2013 oktober";"Amsterdam";194
"1.4.6 Straatroof";"2013 november";"Amsterdam";190
"1.4.6 Straatroof";"2013 december";"Amsterdam";164
"1.4.6 Straatroof";"2014 januari";"Amsterdam";169
"1.4.6 Straatroof";"2014  februari";"Amsterdam";149
"1.4.6 Straatroof";"2014 maart";"Amsterdam";158
"1.4.6 Straatroof";"2014 april";"Amsterdam";149
"1.4.6 Straatroof";"2014 mei";"Amsterdam";112
"1.4.6 Straatroof";"2014 juni";"Amsterdam";158
"1.4.6 Straatroof";"2014 juli";"Amsterdam";114
"1.4.6 Straatroof";"2014 augustus";"Amsterdam";121
"1.4.6 Straatroof";"2014 september ";"Amsterdam";165
"1.4.6 Straatroof";"2014 oktober";"Amsterdam";146
"1.4.6 Straatroof";"2014 november";"Amsterdam";138
"1.4.6 Straatroof";"2014 december";"Amsterdam";128
"1.4.6 Straatroof";"2015 januari";"Amsterdam";108
"1.4.6 Straatroof";"2015  februari";"Amsterdam";101
"1.4.6 Straatroof";"2015 maart";"Amsterdam";112
"1.4.6 Straatroof";"2015 april";"Amsterdam";133
"1.4.6 Straatroof";"2015 mei";"Amsterdam";102
"1.4.6 Straatroof";"2015 juni";"Amsterdam";106
"1.4.6 Straatroof";"2015 juli";"Amsterdam";114
"1.4.6 Straatroof";"2015 augustus";"Amsterdam";122
"1.4.6 Straatroof";"2015 september";"Amsterdam";126
"1.4.6 Straatroof";"2015 oktober";"Amsterdam";139
"1.4.6 Straatroof";"2015 november";"Amsterdam";139
"1.4.6 Straatroof";"2015 december";"Amsterdam";149
"1.4.6 Straatroof";"2016 januari";"Amsterdam";133
"1.4.6 Straatroof";"2016  februari";"Amsterdam";92
"1.4.6 Straatroof";"2016 maart";"Amsterdam";85
"1.4.6 Straatroof";"2016 april";"Amsterdam";96
"1.4.6 Straatroof";"2016 mei";"Amsterdam";100
"1.4.6 Straatroof";"2016 juni";"Amsterdam";106
"1.4.6 Straatroof";"2016 juli";"Amsterdam";119
"1.4.6 Straatroof";"2016 augustus";"Amsterdam";109
"1.4.6 Straatroof";"2016 september";"Amsterdam";145
"1.4.6 Straatroof";"2016 oktober";"Amsterdam";141
"1.4.6 Straatroof";"2016 november";"Amsterdam";100
"1.4.6 Straatroof";"2016 december";"Amsterdam";101
"1.4.6 Straatroof";"2017 januari";"Amsterdam";94
"1.4.6 Straatroof";"2017 februari";"Amsterdam";97
