"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.4.6 Straatroof";"2017 maart";"Amsterdam";89
"1.4.6 Straatroof";"2017 april";"Amsterdam";94
"1.4.6 Straatroof";"2017 mei";"Amsterdam";87
"1.4.6 Straatroof";"2017 juni";"Amsterdam";77
"1.4.6 Straatroof";"2017 juli";"Amsterdam";98
"1.4.6 Straatroof";"2017 augustus";"Amsterdam";138
"1.4.6 Straatroof";"2017 september";"Amsterdam";107
"1.4.6 Straatroof";"2017 oktober";"Amsterdam";108
"1.4.6 Straatroof";"2017 november";"Amsterdam";88
"1.4.6 Straatroof";"2017 december";"Amsterdam";104
"1.4.6 Straatroof";"2018 januari ";"Amsterdam";106
"1.4.6 Straatroof";"2018 februari";"Amsterdam";78
"1.4.6 Straatroof";"2018 maart";"Amsterdam";74
"1.4.6 Straatroof";"2018 april";"Amsterdam";91
"1.4.6 Straatroof";"2018 mei";"Amsterdam";107
"1.4.6 Straatroof";"2018 juni";"Amsterdam";123
"1.4.6 Straatroof";"2018 juli";"Amsterdam";98
"1.4.6 Straatroof";"2018 augustus";"Amsterdam";106
"1.4.6 Straatroof";"2018 september";"Amsterdam";88
"1.4.6 Straatroof";"2018 oktober";"Amsterdam";109
"1.4.6 Straatroof";"2018 november";"Amsterdam";125
"1.4.6 Straatroof";"2018 december";"Amsterdam";110
"1.4.6 Straatroof";"2019 januari";"Amsterdam";98
"1.4.6 Straatroof";"2019 februari";"Amsterdam";95
"1.4.6 Straatroof";"2019 maart";"Amsterdam";99
"1.4.6 Straatroof";"2019 april";"Amsterdam";95
"1.4.6 Straatroof";"2019 mei";"Amsterdam";95
"1.4.6 Straatroof";"2019 juni";"Amsterdam";111
"1.4.6 Straatroof";"2019 juli";"Amsterdam";82
"1.4.6 Straatroof";"2019 augustus";"Amsterdam";101
"1.4.6 Straatroof";"2019 september";"Amsterdam";89
"1.4.6 Straatroof";"2019 oktober";"Amsterdam";107
"1.4.6 Straatroof";"2019 november";"Amsterdam";116
"1.4.6 Straatroof";"2019 december";"Amsterdam";136
"1.4.6 Straatroof";"2020 januari";"Amsterdam";146
"1.4.6 Straatroof";"2020 februari";"Amsterdam";111
"1.4.6 Straatroof";"2020 maart";"Amsterdam";70
"1.4.6 Straatroof";"2020 april";"Amsterdam";46
"1.4.6 Straatroof";"2020 mei";"Amsterdam";48
"1.4.6 Straatroof";"2020 juni";"Amsterdam";65
"1.4.6 Straatroof";"2020 juli";"Amsterdam";83
"1.4.6 Straatroof";"2020 augustus";"Amsterdam";80
"1.4.6 Straatroof";"2020 september";"Amsterdam";71
"1.4.6 Straatroof";"2020 oktober";"Amsterdam";73
"1.4.6 Straatroof";"2020 november";"Amsterdam";68
"1.4.6 Straatroof";"2020 december";"Amsterdam";38
"1.4.6 Straatroof";"2021 januari";"Amsterdam";47
"1.4.6 Straatroof";"2021 februari";"Amsterdam";27
"1.4.6 Straatroof";"2021 maart";"Amsterdam";45
"1.4.6 Straatroof";"2021 april";"Amsterdam";41
"1.4.6 Straatroof";"2021 mei";"Amsterdam";61
"1.4.6 Straatroof";"2021 juni";"Amsterdam";77
"1.4.6 Straatroof";"2021 juli";"Amsterdam";87
"1.4.6 Straatroof";"2021 augustus";"Amsterdam";65
"1.4.6 Straatroof";"2021 september";"Amsterdam";65
"1.4.6 Straatroof";"2021 oktober";"Amsterdam";70
"1.4.6 Straatroof";"2021  november";"Amsterdam";56
"1.4.6 Straatroof";"2021 december";"Amsterdam";50
"1.4.6 Straatroof";"2022 januari";"Amsterdam";50
"1.4.6 Straatroof";"2022 februari";"Amsterdam";50
"1.4.6 Straatroof";"2022 maart";"Amsterdam";63
"1.4.6 Straatroof";"2022 april";"Amsterdam";47
"1.4.6 Straatroof";"2022 mei";"Amsterdam";56
"1.4.6 Straatroof";"2022 juni";"Amsterdam";69
"1.4.6 Straatroof";"2022 juli";"Amsterdam";77
"1.4.6 Straatroof";"2022 augustus";"Amsterdam";109
"1.4.6 Straatroof";"2022 september";"Amsterdam";82
"1.4.6 Straatroof";"2022 oktober";"Amsterdam";66
"1.4.6 Straatroof";"2022 november";"Amsterdam";62
"1.4.6 Straatroof";"2022 december";"Amsterdam";44
"1.4.6 Straatroof";"2023 januari";"Amsterdam";72
"1.4.6 Straatroof";"2023 februari";"Amsterdam";51
"1.4.6 Straatroof";"2023 maart";"Amsterdam";63
"1.4.6 Straatroof";"2023 april";"Amsterdam";50
"1.4.6 Straatroof";"2023 mei";"Amsterdam";88
"1.4.6 Straatroof";"2023 juni";"Amsterdam";59
"1.4.6 Straatroof";"2023 juli";"Amsterdam";56
"1.4.6 Straatroof";"2023 augustus";"Amsterdam";59
"1.4.6 Straatroof";"2023 september";"Amsterdam";67
"1.4.6 Straatroof";"2023 oktober";"Amsterdam";66
"1.4.6 Straatroof";"2023 november";"Amsterdam";79
"1.4.6 Straatroof";"2023 december";"Amsterdam";60
"1.4.6 Straatroof";"2024 januari";"Amsterdam";56
"1.4.6 Straatroof";"2024 februari";"Amsterdam";59
"1.4.6 Straatroof";"2024 maart";"Amsterdam";45
"1.4.6 Straatroof";"2024 april";"Amsterdam";59
"1.4.6 Straatroof";"2024 mei";"Amsterdam";72
"1.4.6 Straatroof";"2024 juni";"Amsterdam";72
"1.4.6 Straatroof";"2024 juli";"Amsterdam";67
"1.4.6 Straatroof";"2024 augustus";"Amsterdam";62
"1.4.6 Straatroof";"2024 september";"Amsterdam";65
"1.4.6 Straatroof";"2024 oktober";"Amsterdam";93
"1.4.6 Straatroof";"2024 november";"Amsterdam";62
"1.4.6 Straatroof";"2024 december";"Amsterdam";64
"1.4.6 Straatroof";"2025 januari";"Amsterdam";68
"1.4.6 Straatroof";"2025 februari";"Amsterdam";45
"1.4.6 Straatroof";"2025 maart";"Amsterdam";45
"1.4.6 Straatroof";"2025 april";"Amsterdam";46
"1.4.7 Overval";"2012 januari";"Amsterdam";28
"1.4.7 Overval";"2012 februari";"Amsterdam";23
"1.4.7 Overval";"2012 maart";"Amsterdam";27
"1.4.7 Overval";"2012 april";"Amsterdam";18
"1.4.7 Overval";"2012 mei";"Amsterdam";13
"1.4.7 Overval";"2012 juni";"Amsterdam";12
"1.4.7 Overval";"2012 juli";"Amsterdam";11
"1.4.7 Overval";"2012 augustus";"Amsterdam";15
"1.4.7 Overval";"2012 september";"Amsterdam";9
"1.4.7 Overval";"2012 oktober";"Amsterdam";29
"1.4.7 Overval";"2012 november";"Amsterdam";13
"1.4.7 Overval";"2012 december";"Amsterdam";23
"1.4.7 Overval";"2013 januari";"Amsterdam";23
"1.4.7 Overval";"2013 februari";"Amsterdam";19
"1.4.7 Overval";"2013 maart";"Amsterdam";26
"1.4.7 Overval";"2013 april";"Amsterdam";23
"1.4.7 Overval";"2013 mei";"Amsterdam";19
"1.4.7 Overval";"2013 juni";"Amsterdam";20
"1.4.7 Overval";"2013 juli";"Amsterdam";11
"1.4.7 Overval";"2013 augustus";"Amsterdam";15
"1.4.7 Overval";"2013 september";"Amsterdam";22
"1.4.7 Overval";"2013 oktober";"Amsterdam";25
"1.4.7 Overval";"2013 november";"Amsterdam";21
"1.4.7 Overval";"2013 december";"Amsterdam";24
"1.4.7 Overval";"2014 januari";"Amsterdam";20
"1.4.7 Overval";"2014  februari";"Amsterdam";17
"1.4.7 Overval";"2014 maart";"Amsterdam";12
"1.4.7 Overval";"2014 april";"Amsterdam";12
"1.4.7 Overval";"2014 mei";"Amsterdam";8
"1.4.7 Overval";"2014 juni";"Amsterdam";21
"1.4.7 Overval";"2014 juli";"Amsterdam";14
"1.4.7 Overval";"2014 augustus";"Amsterdam";13
"1.4.7 Overval";"2014 september ";"Amsterdam";11
"1.4.7 Overval";"2014 oktober";"Amsterdam";19
"1.4.7 Overval";"2014 november";"Amsterdam";10
"1.4.7 Overval";"2014 december";"Amsterdam";20
"1.4.7 Overval";"2015 januari";"Amsterdam";16
"1.4.7 Overval";"2015  februari";"Amsterdam";17
"1.4.7 Overval";"2015 maart";"Amsterdam";18
"1.4.7 Overval";"2015 april";"Amsterdam";9
"1.4.7 Overval";"2015 mei";"Amsterdam";18
"1.4.7 Overval";"2015 juni";"Amsterdam";12
"1.4.7 Overval";"2015 juli";"Amsterdam";12
"1.4.7 Overval";"2015 augustus";"Amsterdam";8
"1.4.7 Overval";"2015 september";"Amsterdam";17
"1.4.7 Overval";"2015 oktober";"Amsterdam";13
"1.4.7 Overval";"2015 november";"Amsterdam";10
"1.4.7 Overval";"2015 december";"Amsterdam";25
"1.4.7 Overval";"2016 januari";"Amsterdam";19
"1.4.7 Overval";"2016  februari";"Amsterdam";22
"1.4.7 Overval";"2016 maart";"Amsterdam";19
"1.4.7 Overval";"2016 april";"Amsterdam";9
"1.4.7 Overval";"2016 mei";"Amsterdam";8
"1.4.7 Overval";"2016 juni";"Amsterdam";14
"1.4.7 Overval";"2016 juli";"Amsterdam";14
"1.4.7 Overval";"2016 augustus";"Amsterdam";8
"1.4.7 Overval";"2016 september";"Amsterdam";7
"1.4.7 Overval";"2016 oktober";"Amsterdam";19
"1.4.7 Overval";"2016 november";"Amsterdam";17
"1.4.7 Overval";"2016 december";"Amsterdam";22
"1.4.7 Overval";"2017 januari";"Amsterdam";17
"1.4.7 Overval";"2017 februari";"Amsterdam";18
"1.4.7 Overval";"2017 maart";"Amsterdam";19
"1.4.7 Overval";"2017 april";"Amsterdam";21
"1.4.7 Overval";"2017 mei";"Amsterdam";16
"1.4.7 Overval";"2017 juni";"Amsterdam";10
"1.4.7 Overval";"2017 juli";"Amsterdam";15
"1.4.7 Overval";"2017 augustus";"Amsterdam";13
"1.4.7 Overval";"2017 september";"Amsterdam";17
"1.4.7 Overval";"2017 oktober";"Amsterdam";13
"1.4.7 Overval";"2017 november";"Amsterdam";12
"1.4.7 Overval";"2017 december";"Amsterdam";15
"1.4.7 Overval";"2018 januari ";"Amsterdam";17
"1.4.7 Overval";"2018 februari";"Amsterdam";16
"1.4.7 Overval";"2018 maart";"Amsterdam";17
"1.4.7 Overval";"2018 april";"Amsterdam";19
"1.4.7 Overval";"2018 mei";"Amsterdam";25
"1.4.7 Overval";"2018 juni";"Amsterdam";14
"1.4.7 Overval";"2018 juli";"Amsterdam";6
"1.4.7 Overval";"2018 augustus";"Amsterdam";19
"1.4.7 Overval";"2018 september";"Amsterdam";16
"1.4.7 Overval";"2018 oktober";"Amsterdam";24
"1.4.7 Overval";"2018 november";"Amsterdam";18
"1.4.7 Overval";"2018 december";"Amsterdam";35
"1.4.7 Overval";"2019 januari";"Amsterdam";16
"1.4.7 Overval";"2019 februari";"Amsterdam";32
"1.4.7 Overval";"2019 maart";"Amsterdam";15
"1.4.7 Overval";"2019 april";"Amsterdam";21
"1.4.7 Overval";"2019 mei";"Amsterdam";17
"1.4.7 Overval";"2019 juni";"Amsterdam";19
"1.4.7 Overval";"2019 juli";"Amsterdam";12
"1.4.7 Overval";"2019 augustus";"Amsterdam";5
"1.4.7 Overval";"2019 september";"Amsterdam";13
"1.4.7 Overval";"2019 oktober";"Amsterdam";11
"1.4.7 Overval";"2019 november";"Amsterdam";27
"1.4.7 Overval";"2019 december";"Amsterdam";26
"1.4.7 Overval";"2020 januari";"Amsterdam";15
"1.4.7 Overval";"2020 februari";"Amsterdam";11
"1.4.7 Overval";"2020 maart";"Amsterdam";11
"1.4.7 Overval";"2020 april";"Amsterdam";13
"1.4.7 Overval";"2020 mei";"Amsterdam";11
"1.4.7 Overval";"2020 juni";"Amsterdam";10
"1.4.7 Overval";"2020 juli";"Amsterdam";18
"1.4.7 Overval";"2020 augustus";"Amsterdam";6
"1.4.7 Overval";"2020 september";"Amsterdam";12
"1.4.7 Overval";"2020 oktober";"Amsterdam";11
"1.4.7 Overval";"2020 november";"Amsterdam";16
"1.4.7 Overval";"2020 december";"Amsterdam";20
"1.4.7 Overval";"2021 januari";"Amsterdam";13
"1.4.7 Overval";"2021 februari";"Amsterdam";13
"1.4.7 Overval";"2021 maart";"Amsterdam";14
"1.4.7 Overval";"2021 april";"Amsterdam";17
"1.4.7 Overval";"2021 mei";"Amsterdam";12
"1.4.7 Overval";"2021 juni";"Amsterdam";10
"1.4.7 Overval";"2021 juli";"Amsterdam";9
"1.4.7 Overval";"2021 augustus";"Amsterdam";11
"1.4.7 Overval";"2021 september";"Amsterdam";6
"1.4.7 Overval";"2021 oktober";"Amsterdam";23
"1.4.7 Overval";"2021  november";"Amsterdam";9
"1.4.7 Overval";"2021 december";"Amsterdam";24
"1.4.7 Overval";"2022 januari";"Amsterdam";10
"1.4.7 Overval";"2022 februari";"Amsterdam";18
"1.4.7 Overval";"2022 maart";"Amsterdam";13
"1.4.7 Overval";"2022 april";"Amsterdam";7
"1.4.7 Overval";"2022 mei";"Amsterdam";11
"1.4.7 Overval";"2022 juni";"Amsterdam";16
"1.4.7 Overval";"2022 juli";"Amsterdam";4
"1.4.7 Overval";"2022 augustus";"Amsterdam";7
"1.4.7 Overval";"2022 september";"Amsterdam";4
"1.4.7 Overval";"2022 oktober";"Amsterdam";8
"1.4.7 Overval";"2022 november";"Amsterdam";12
"1.4.7 Overval";"2022 december";"Amsterdam";12
"1.4.7 Overval";"2023 januari";"Amsterdam";6
"1.4.7 Overval";"2023 februari";"Amsterdam";13
"1.4.7 Overval";"2023 maart";"Amsterdam";14
"1.4.7 Overval";"2023 april";"Amsterdam";7
"1.4.7 Overval";"2023 mei";"Amsterdam";12
"1.4.7 Overval";"2023 juni";"Amsterdam";8
"1.4.7 Overval";"2023 juli";"Amsterdam";11
"1.4.7 Overval";"2023 augustus";"Amsterdam";11
"1.4.7 Overval";"2023 september";"Amsterdam";13
"1.4.7 Overval";"2023 oktober";"Amsterdam";10
"1.4.7 Overval";"2023 november";"Amsterdam";8
"1.4.7 Overval";"2023 december";"Amsterdam";14
"1.4.7 Overval";"2024 januari";"Amsterdam";12
"1.4.7 Overval";"2024 februari";"Amsterdam";5
"1.4.7 Overval";"2024 maart";"Amsterdam";7
"1.4.7 Overval";"2024 april";"Amsterdam";4
"1.4.7 Overval";"2024 mei";"Amsterdam";11
"1.4.7 Overval";"2024 juni";"Amsterdam";3
"1.4.7 Overval";"2024 juli";"Amsterdam";9
"1.4.7 Overval";"2024 augustus";"Amsterdam";8
"1.4.7 Overval";"2024 september";"Amsterdam";8
"1.4.7 Overval";"2024 oktober";"Amsterdam";11
"1.4.7 Overval";"2024 november";"Amsterdam";7
"1.4.7 Overval";"2024 december";"Amsterdam";10
"1.4.7 Overval";"2025 januari";"Amsterdam";13
"1.4.7 Overval";"2025 februari";"Amsterdam";7
"1.4.7 Overval";"2025 maart";"Amsterdam";7
"1.4.7 Overval";"2025 april";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2012 januari";"Amsterdam";15
"1.5.2 Diefstallen (water)";"2012 februari";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2012 maart";"Amsterdam";18
"1.5.2 Diefstallen (water)";"2012 april";"Amsterdam";17
"1.5.2 Diefstallen (water)";"2012 mei";"Amsterdam";17
"1.5.2 Diefstallen (water)";"2012 juni";"Amsterdam";28
"1.5.2 Diefstallen (water)";"2012 juli";"Amsterdam";23
"1.5.2 Diefstallen (water)";"2012 augustus";"Amsterdam";56
"1.5.2 Diefstallen (water)";"2012 september";"Amsterdam";34
"1.5.2 Diefstallen (water)";"2012 oktober";"Amsterdam";28
"1.5.2 Diefstallen (water)";"2012 november";"Amsterdam";18
"1.5.2 Diefstallen (water)";"2012 december";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2013 januari";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2013 februari";"Amsterdam";15
"1.5.2 Diefstallen (water)";"2013 maart";"Amsterdam";14
"1.5.2 Diefstallen (water)";"2013 april";"Amsterdam";19
"1.5.2 Diefstallen (water)";"2013 mei";"Amsterdam";31
"1.5.2 Diefstallen (water)";"2013 juni";"Amsterdam";40
"1.5.2 Diefstallen (water)";"2013 juli";"Amsterdam";47
"1.5.2 Diefstallen (water)";"2013 augustus";"Amsterdam";52
"1.5.2 Diefstallen (water)";"2013 september";"Amsterdam";40
"1.5.2 Diefstallen (water)";"2013 oktober";"Amsterdam";37
"1.5.2 Diefstallen (water)";"2013 november";"Amsterdam";28
"1.5.2 Diefstallen (water)";"2013 december";"Amsterdam";14
"1.5.2 Diefstallen (water)";"2014 januari";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2014  februari";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2014 maart";"Amsterdam";13
"1.5.2 Diefstallen (water)";"2014 april";"Amsterdam";18
"1.5.2 Diefstallen (water)";"2014 mei";"Amsterdam";21
"1.5.2 Diefstallen (water)";"2014 juni";"Amsterdam";27
"1.5.2 Diefstallen (water)";"2014 juli";"Amsterdam";37
"1.5.2 Diefstallen (water)";"2014 augustus";"Amsterdam";30
"1.5.2 Diefstallen (water)";"2014 september ";"Amsterdam";30
"1.5.2 Diefstallen (water)";"2014 oktober";"Amsterdam";22
"1.5.2 Diefstallen (water)";"2014 november";"Amsterdam";18
"1.5.2 Diefstallen (water)";"2014 december";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2015 januari";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2015  februari";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2015 maart";"Amsterdam";13
"1.5.2 Diefstallen (water)";"2015 april";"Amsterdam";26
"1.5.2 Diefstallen (water)";"2015 mei";"Amsterdam";28
"1.5.2 Diefstallen (water)";"2015 juni";"Amsterdam";23
"1.5.2 Diefstallen (water)";"2015 juli";"Amsterdam";24
"1.5.2 Diefstallen (water)";"2015 augustus";"Amsterdam";41
"1.5.2 Diefstallen (water)";"2015 september";"Amsterdam";14
"1.5.2 Diefstallen (water)";"2015 oktober";"Amsterdam";16
"1.5.2 Diefstallen (water)";"2015 november";"Amsterdam";18
"1.5.2 Diefstallen (water)";"2015 december";"Amsterdam";9
"1.5.2 Diefstallen (water)";"2016 januari";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2016  februari";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2016 maart";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2016 april";"Amsterdam";9
"1.5.2 Diefstallen (water)";"2016 mei";"Amsterdam";26
"1.5.2 Diefstallen (water)";"2016 juni";"Amsterdam";22
"1.5.2 Diefstallen (water)";"2016 juli";"Amsterdam";23
"1.5.2 Diefstallen (water)";"2016 augustus";"Amsterdam";19
"1.5.2 Diefstallen (water)";"2016 september";"Amsterdam";24
"1.5.2 Diefstallen (water)";"2016 oktober";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2016 november";"Amsterdam";15
"1.5.2 Diefstallen (water)";"2016 december";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2017 januari";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2017 februari";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2017 maart";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2017 april";"Amsterdam";18
"1.5.2 Diefstallen (water)";"2017 mei";"Amsterdam";15
"1.5.2 Diefstallen (water)";"2017 juni";"Amsterdam";28
"1.5.2 Diefstallen (water)";"2017 juli";"Amsterdam";14
"1.5.2 Diefstallen (water)";"2017 augustus";"Amsterdam";11
"1.5.2 Diefstallen (water)";"2017 september";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2017 oktober";"Amsterdam";19
"1.5.2 Diefstallen (water)";"2017 november";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2017 december";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2018 januari ";"Amsterdam";7
"1.5.2 Diefstallen (water)";"2018 februari";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2018 maart";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2018 april";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2018 mei";"Amsterdam";19
"1.5.2 Diefstallen (water)";"2018 juni";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2018 juli";"Amsterdam";20
"1.5.2 Diefstallen (water)";"2018 augustus";"Amsterdam";24
"1.5.2 Diefstallen (water)";"2018 september";"Amsterdam";20
"1.5.2 Diefstallen (water)";"2018 oktober";"Amsterdam";13
"1.5.2 Diefstallen (water)";"2018 november";"Amsterdam";11
"1.5.2 Diefstallen (water)";"2018 december";"Amsterdam";3
"1.5.2 Diefstallen (water)";"2019 januari";"Amsterdam";2
"1.5.2 Diefstallen (water)";"2019 februari";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2019 maart";"Amsterdam";3
"1.5.2 Diefstallen (water)";"2019 april";"Amsterdam";11
"1.5.2 Diefstallen (water)";"2019 mei";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2019 juni";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2019 juli";"Amsterdam";26
"1.5.2 Diefstallen (water)";"2019 augustus";"Amsterdam";16
"1.5.2 Diefstallen (water)";"2019 september";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2019 oktober";"Amsterdam";13
"1.5.2 Diefstallen (water)";"2019 november";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2019 december";"Amsterdam";7
"1.5.2 Diefstallen (water)";"2020 januari";"Amsterdam";3
"1.5.2 Diefstallen (water)";"2020 februari";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2020 maart";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2020 april";"Amsterdam";15
"1.5.2 Diefstallen (water)";"2020 mei";"Amsterdam";14
"1.5.2 Diefstallen (water)";"2020 juni";"Amsterdam";12
"1.5.2 Diefstallen (water)";"2020 juli";"Amsterdam";21
"1.5.2 Diefstallen (water)";"2020 augustus";"Amsterdam";15
"1.5.2 Diefstallen (water)";"2020 september";"Amsterdam";16
"1.5.2 Diefstallen (water)";"2020 oktober";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2020 november";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2020 december";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2021 januari";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2021 februari";"Amsterdam";3
"1.5.2 Diefstallen (water)";"2021 maart";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2021 april";"Amsterdam";7
"1.5.2 Diefstallen (water)";"2021 mei";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2021 juni";"Amsterdam";9
"1.5.2 Diefstallen (water)";"2021 juli";"Amsterdam";9
"1.5.2 Diefstallen (water)";"2021 augustus";"Amsterdam";14
"1.5.2 Diefstallen (water)";"2021 september";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2021 oktober";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2021  november";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2021 december";"Amsterdam";2
"1.5.2 Diefstallen (water)";"2022 januari";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2022 februari";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2022 maart";"Amsterdam";2
"1.5.2 Diefstallen (water)";"2022 april";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2022 mei";"Amsterdam";13
"1.5.2 Diefstallen (water)";"2022 juni";"Amsterdam";13
"1.5.2 Diefstallen (water)";"2022 juli";"Amsterdam";15
"1.5.2 Diefstallen (water)";"2022 augustus";"Amsterdam";14
"1.5.2 Diefstallen (water)";"2022 september";"Amsterdam";19
"1.5.2 Diefstallen (water)";"2022 oktober";"Amsterdam";7
"1.5.2 Diefstallen (water)";"2022 november";"Amsterdam";7
"1.5.2 Diefstallen (water)";"2022 december";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2023 januari";"Amsterdam";2
"1.5.2 Diefstallen (water)";"2023 februari";"Amsterdam";1
"1.5.2 Diefstallen (water)";"2023 maart";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2023 april";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2023 mei";"Amsterdam";9
"1.5.2 Diefstallen (water)";"2023 juni";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2023 juli";"Amsterdam";13
"1.5.2 Diefstallen (water)";"2023 augustus";"Amsterdam";7
"1.5.2 Diefstallen (water)";"2023 september";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2023 oktober";"Amsterdam";16
"1.5.2 Diefstallen (water)";"2023 november";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2023 december";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2024 januari";"Amsterdam";2
"1.5.2 Diefstallen (water)";"2024 februari";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2024 maart";"Amsterdam";3
"1.5.2 Diefstallen (water)";"2024 april";"Amsterdam";3
"1.5.2 Diefstallen (water)";"2024 mei";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2024 juni";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2024 juli";"Amsterdam";5
"1.5.2 Diefstallen (water)";"2024 augustus";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2024 september";"Amsterdam";8
"1.5.2 Diefstallen (water)";"2024 oktober";"Amsterdam";10
"1.5.2 Diefstallen (water)";"2024 november";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2024 december";"Amsterdam";6
"1.5.2 Diefstallen (water)";"2025 januari";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2025 februari";"Amsterdam";4
"1.5.2 Diefstallen (water)";"2025 maart";"Amsterdam";3
"1.5.2 Diefstallen (water)";"2025 april";"Amsterdam";9
"1.6.1 Brand/ontploffing";"2012 januari";"Amsterdam";28
"1.6.1 Brand/ontploffing";"2012 februari";"Amsterdam";13
"1.6.1 Brand/ontploffing";"2012 maart";"Amsterdam";15
